Wavenumber,GreenSpruce_Abs,GreenSpruce_Abs,GreenSpruce_Abs,Lodgepole_Abs,Lodgepole_Abs,Lodgepole_Abs,RedSpruce_Abs,RedSpruce_Abs,RedSpruce_Abs
1484.92,4.43E-01,6.21E-03,1.39E-01,1.44E-01,2.63E-01,2.67E-01,3.00E-01,3.78E-01,2.23E-01
1485.88,4.52E-01,9.97E-03,1.43E-01,1.44E-01,2.61E-01,2.64E-01,3.05E-01,3.80E-01,2.29E-01
1486.85,4.62E-01,1.41E-02,1.49E-01,1.46E-01,2.62E-01,2.61E-01,3.12E-01,3.84E-01,2.35E-01
1487.81,4.72E-01,1.86E-02,1.55E-01,1.48E-01,2.63E-01,2.58E-01,3.19E-01,3.89E-01,2.43E-01
1488.78,4.85E-01,2.36E-02,1.61E-01,1.50E-01,2.65E-01,2.55E-01,3.28E-01,3.94E-01,2.51E-01
1489.74,4.99E-01,2.94E-02,1.67E-01,1.55E-01,2.68E-01,2.54E-01,3.39E-01,4.01E-01,2.61E-01
1490.7,5.15E-01,3.60E-02,1.75E-01,1.62E-01,2.74E-01,2.55E-01,3.51E-01,4.09E-01,2.72E-01
1491.67,5.32E-01,4.34E-02,1.84E-01,1.70E-01,2.81E-01,2.58E-01,3.63E-01,4.19E-01,2.84E-01
1492.63,5.49E-01,5.12E-02,1.95E-01,1.79E-01,2.88E-01,2.62E-01,3.76E-01,4.29E-01,2.96E-01
1493.6,5.67E-01,5.92E-02,2.06E-01,1.88E-01,2.96E-01,2.68E-01,3.89E-01,4.39E-01,3.08E-01
1494.56,5.85E-01,6.76E-02,2.17E-01,1.97E-01,3.04E-01,2.74E-01,4.02E-01,4.50E-01,3.21E-01
1495.53,6.04E-01,7.66E-02,2.29E-01,2.08E-01,3.15E-01,2.82E-01,4.16E-01,4.62E-01,3.35E-01
1496.49,6.27E-01,8.68E-02,2.43E-01,2.22E-01,3.29E-01,2.93E-01,4.34E-01,4.77E-01,3.51E-01
1497.46,6.52E-01,9.81E-02,2.60E-01,2.39E-01,3.46E-01,3.07E-01,4.54E-01,4.95E-01,3.71E-01
1498.42,6.78E-01,1.10E-01,2.78E-01,2.58E-01,3.65E-01,3.23E-01,4.76E-01,5.14E-01,3.92E-01
1499.38,7.03E-01,1.21E-01,2.96E-01,2.76E-01,3.84E-01,3.39E-01,4.97E-01,5.32E-01,4.12E-01
1500.35,7.26E-01,1.32E-01,3.13E-01,2.93E-01,4.00E-01,3.54E-01,5.15E-01,5.50E-01,4.31E-01
1501.31,7.47E-01,1.41E-01,3.27E-01,3.07E-01,4.13E-01,3.66E-01,5.31E-01,5.64E-01,4.47E-01
1502.28,7.66E-01,1.49E-01,3.39E-01,3.17E-01,4.23E-01,3.75E-01,5.45E-01,5.76E-01,4.60E-01
1503.24,7.84E-01,1.56E-01,3.49E-01,3.27E-01,4.31E-01,3.83E-01,5.58E-01,5.88E-01,4.73E-01
1504.2,8.04E-01,1.65E-01,3.61E-01,3.39E-01,4.42E-01,3.92E-01,5.74E-01,6.02E-01,4.88E-01
1505.17,8.27E-01,1.75E-01,3.78E-01,3.54E-01,4.58E-01,4.06E-01,5.95E-01,6.21E-01,5.08E-01
1506.13,8.54E-01,1.88E-01,4.02E-01,3.75E-01,4.80E-01,4.25E-01,6.21E-01,6.46E-01,5.34E-01
1507.1,8.81E-01,2.02E-01,4.28E-01,3.99E-01,5.05E-01,4.46E-01,6.50E-01,6.74E-01,5.62E-01
1508.06,9.04E-01,2.15E-01,4.50E-01,4.19E-01,5.27E-01,4.63E-01,6.75E-01,6.98E-01,5.88E-01
1509.02,9.20E-01,2.25E-01,4.66E-01,4.32E-01,5.41E-01,4.73E-01,6.94E-01,7.17E-01,6.06E-01
1509.99,9.30E-01,2.32E-01,4.78E-01,4.40E-01,5.49E-01,4.78E-01,7.06E-01,7.30E-01,6.19E-01
1510.95,9.37E-01,2.37E-01,4.86E-01,4.44E-01,5.52E-01,4.79E-01,7.14E-01,7.40E-01,6.27E-01
1511.92,9.42E-01,2.40E-01,4.93E-01,4.45E-01,5.53E-01,4.77E-01,7.19E-01,7.47E-01,6.33E-01
1512.88,9.44E-01,2.43E-01,4.99E-01,4.45E-01,5.52E-01,4.74E-01,7.23E-01,7.53E-01,6.38E-01
1513.85,9.45E-01,2.45E-01,5.04E-01,4.44E-01,5.49E-01,4.70E-01,7.24E-01,7.57E-01,6.41E-01
1514.81,9.42E-01,2.46E-01,5.06E-01,4.41E-01,5.45E-01,4.65E-01,7.24E-01,7.59E-01,6.42E-01
1515.78,9.37E-01,2.45E-01,5.07E-01,4.36E-01,5.39E-01,4.57E-01,7.21E-01,7.59E-01,6.40E-01
1516.74,9.28E-01,2.44E-01,5.07E-01,4.29E-01,5.30E-01,4.48E-01,7.14E-01,7.56E-01,6.36E-01
1517.7,9.17E-01,2.41E-01,5.04E-01,4.20E-01,5.18E-01,4.36E-01,7.05E-01,7.50E-01,6.30E-01
1518.67,9.04E-01,2.38E-01,5.01E-01,4.10E-01,5.04E-01,4.23E-01,6.93E-01,7.41E-01,6.21E-01
1519.63,8.90E-01,2.34E-01,4.96E-01,3.99E-01,4.88E-01,4.09E-01,6.80E-01,7.30E-01,6.11E-01
1520.6,8.74E-01,2.30E-01,4.91E-01,3.88E-01,4.72E-01,3.95E-01,6.66E-01,7.18E-01,5.99E-01
1521.56,8.59E-01,2.26E-01,4.86E-01,3.79E-01,4.58E-01,3.84E-01,6.52E-01,7.06E-01,5.88E-01
1522.52,8.43E-01,2.21E-01,4.82E-01,3.73E-01,4.46E-01,3.75E-01,6.39E-01,6.95E-01,5.77E-01
1523.49,8.29E-01,2.17E-01,4.78E-01,3.68E-01,4.36E-01,3.69E-01,6.28E-01,6.84E-01,5.68E-01
1524.45,8.17E-01,2.13E-01,4.76E-01,3.65E-01,4.29E-01,3.65E-01,6.19E-01,6.76E-01,5.60E-01
1525.42,8.09E-01,2.11E-01,4.75E-01,3.63E-01,4.24E-01,3.63E-01,6.12E-01,6.69E-01,5.54E-01
1526.38,8.02E-01,2.09E-01,4.76E-01,3.63E-01,4.20E-01,3.61E-01,6.06E-01,6.65E-01,5.49E-01
1527.35,7.98E-01,2.09E-01,4.79E-01,3.63E-01,4.17E-01,3.60E-01,6.03E-01,6.61E-01,5.47E-01
1528.31,7.96E-01,2.09E-01,4.83E-01,3.65E-01,4.16E-01,3.61E-01,6.00E-01,6.59E-01,5.45E-01
1529.27,7.95E-01,2.10E-01,4.88E-01,3.68E-01,4.16E-01,3.63E-01,5.99E-01,6.59E-01,5.45E-01
1530.24,7.95E-01,2.12E-01,4.93E-01,3.72E-01,4.18E-01,3.66E-01,5.99E-01,6.59E-01,5.45E-01
1531.2,7.95E-01,2.13E-01,4.99E-01,3.77E-01,4.21E-01,3.71E-01,5.99E-01,6.60E-01,5.46E-01
1532.17,7.95E-01,2.14E-01,5.04E-01,3.82E-01,4.24E-01,3.75E-01,5.99E-01,6.60E-01,5.47E-01
1533.13,7.96E-01,2.16E-01,5.08E-01,3.85E-01,4.26E-01,3.78E-01,5.99E-01,6.61E-01,5.47E-01
1534.1,7.98E-01,2.18E-01,5.13E-01,3.88E-01,4.27E-01,3.80E-01,5.99E-01,6.60E-01,5.47E-01
1535.06,8.01E-01,2.20E-01,5.18E-01,3.90E-01,4.26E-01,3.81E-01,5.99E-01,6.60E-01,5.47E-01
1536.02,8.05E-01,2.24E-01,5.24E-01,3.92E-01,4.26E-01,3.82E-01,5.99E-01,6.60E-01,5.48E-01
1536.99,8.11E-01,2.28E-01,5.31E-01,3.95E-01,4.27E-01,3.84E-01,6.01E-01,6.61E-01,5.51E-01
1537.95,8.17E-01,2.32E-01,5.40E-01,3.99E-01,4.31E-01,3.89E-01,6.04E-01,6.65E-01,5.55E-01
1538.92,8.24E-01,2.38E-01,5.51E-01,4.06E-01,4.38E-01,3.97E-01,6.09E-01,6.70E-01,5.63E-01
1539.88,8.30E-01,2.44E-01,5.64E-01,4.14E-01,4.47E-01,4.06E-01,6.15E-01,6.77E-01,5.71E-01
1540.84,8.36E-01,2.49E-01,5.75E-01,4.21E-01,4.56E-01,4.15E-01,6.22E-01,6.83E-01,5.80E-01
1541.81,8.40E-01,2.53E-01,5.83E-01,4.26E-01,4.63E-01,4.21E-01,6.27E-01,6.88E-01,5.88E-01
1542.77,8.43E-01,2.56E-01,5.88E-01,4.30E-01,4.67E-01,4.25E-01,6.32E-01,6.92E-01,5.94E-01
1543.74,8.47E-01,2.58E-01,5.92E-01,4.33E-01,4.72E-01,4.28E-01,6.38E-01,6.96E-01,6.00E-01
1544.7,8.53E-01,2.62E-01,5.99E-01,4.37E-01,4.77E-01,4.34E-01,6.44E-01,7.03E-01,6.07E-01
1545.67,8.60E-01,2.66E-01,6.07E-01,4.43E-01,4.82E-01,4.40E-01,6.51E-01,7.10E-01,6.15E-01
1546.63,8.67E-01,2.70E-01,6.16E-01,4.48E-01,4.88E-01,4.46E-01,6.58E-01,7.18E-01,6.23E-01
1547.6,8.75E-01,2.75E-01,6.24E-01,4.52E-01,4.92E-01,4.52E-01,6.64E-01,7.26E-01,6.31E-01
1548.56,8.83E-01,2.79E-01,6.32E-01,4.56E-01,4.96E-01,4.56E-01,6.71E-01,7.33E-01,6.39E-01
1549.52,8.90E-01,2.84E-01,6.39E-01,4.59E-01,4.99E-01,4.59E-01,6.77E-01,7.40E-01,6.46E-01
1550.49,8.98E-01,2.89E-01,6.46E-01,4.62E-01,5.01E-01,4.62E-01,6.83E-01,7.46E-01,6.53E-01
1551.45,9.06E-01,2.94E-01,6.54E-01,4.64E-01,5.04E-01,4.64E-01,6.89E-01,7.52E-01,6.61E-01
1552.42,9.14E-01,2.99E-01,6.62E-01,4.66E-01,5.06E-01,4.66E-01,6.95E-01,7.59E-01,6.68E-01
1553.38,9.22E-01,3.04E-01,6.70E-01,4.69E-01,5.08E-01,4.69E-01,7.01E-01,7.65E-01,6.75E-01
1554.34,9.30E-01,3.09E-01,6.77E-01,4.71E-01,5.11E-01,4.71E-01,7.07E-01,7.71E-01,6.82E-01
1555.31,9.38E-01,3.13E-01,6.82E-01,4.72E-01,5.13E-01,4.73E-01,7.14E-01,7.77E-01,6.89E-01
1556.27,9.46E-01,3.18E-01,6.88E-01,4.74E-01,5.16E-01,4.76E-01,7.21E-01,7.83E-01,6.96E-01
1557.24,9.55E-01,3.22E-01,6.92E-01,4.75E-01,5.20E-01,4.79E-01,7.30E-01,7.89E-01,7.05E-01
1558.2,9.64E-01,3.26E-01,6.97E-01,4.77E-01,5.26E-01,4.82E-01,7.40E-01,7.97E-01,7.15E-01
1559.17,9.74E-01,3.31E-01,7.02E-01,4.81E-01,5.33E-01,4.87E-01,7.52E-01,8.06E-01,7.27E-01
1560.13,9.85E-01,3.37E-01,7.09E-01,4.87E-01,5.43E-01,4.94E-01,7.64E-01,8.16E-01,7.40E-01
1561.09,9.97E-01,3.45E-01,7.21E-01,4.96E-01,5.54E-01,5.04E-01,7.77E-01,8.29E-01,7.55E-01
1562.06,1.01E+00,3.52E-01,7.35E-01,5.06E-01,5.67E-01,5.17E-01,7.89E-01,8.43E-01,7.70E-01
1563.02,1.02E+00,3.59E-01,7.49E-01,5.17E-01,5.79E-01,5.29E-01,8.01E-01,8.58E-01,7.84E-01
1563.99,1.03E+00,3.66E-01,7.62E-01,5.27E-01,5.91E-01,5.41E-01,8.12E-01,8.72E-01,7.98E-01
1564.95,1.05E+00,3.73E-01,7.73E-01,5.35E-01,6.01E-01,5.52E-01,8.23E-01,8.85E-01,8.10E-01
1565.92,1.06E+00,3.79E-01,7.83E-01,5.44E-01,6.11E-01,5.61E-01,8.35E-01,8.98E-01,8.23E-01
1566.88,1.07E+00,3.86E-01,7.92E-01,5.53E-01,6.21E-01,5.71E-01,8.47E-01,9.10E-01,8.36E-01
1567.84,1.09E+00,3.94E-01,8.03E-01,5.63E-01,6.32E-01,5.82E-01,8.61E-01,9.24E-01,8.51E-01
1568.81,1.10E+00,4.02E-01,8.15E-01,5.74E-01,6.45E-01,5.94E-01,8.76E-01,9.38E-01,8.66E-01
1569.77,1.12E+00,4.11E-01,8.29E-01,5.86E-01,6.58E-01,6.07E-01,8.92E-01,9.53E-01,8.83E-01
1570.74,1.14E+00,4.20E-01,8.43E-01,5.98E-01,6.71E-01,6.19E-01,9.07E-01,9.67E-01,8.99E-01
1571.7,1.15E+00,4.29E-01,8.57E-01,6.09E-01,6.83E-01,6.30E-01,9.22E-01,9.81E-01,9.15E-01
1572.66,1.17E+00,4.38E-01,8.72E-01,6.19E-01,6.94E-01,6.41E-01,9.37E-01,9.95E-01,9.31E-01
1573.63,1.19E+00,4.48E-01,8.87E-01,6.30E-01,7.07E-01,6.52E-01,9.53E-01,1.01E+00,9.48E-01
1574.59,1.21E+00,4.58E-01,9.02E-01,6.43E-01,7.21E-01,6.65E-01,9.71E-01,1.03E+00,9.67E-01
1575.56,1.23E+00,4.69E-01,9.18E-01,6.58E-01,7.39E-01,6.80E-01,9.90E-01,1.04E+00,9.88E-01
1576.52,1.26E+00,4.80E-01,9.35E-01,6.75E-01,7.59E-01,6.98E-01,1.01E+00,1.06E+00,1.01E+00
1577.49,1.28E+00,4.91E-01,9.52E-01,6.93E-01,7.80E-01,7.18E-01,1.03E+00,1.08E+00,1.03E+00
1578.45,1.30E+00,5.01E-01,9.69E-01,7.11E-01,8.01E-01,7.37E-01,1.06E+00,1.11E+00,1.05E+00
1579.41,1.32E+00,5.12E-01,9.85E-01,7.28E-01,8.21E-01,7.56E-01,1.08E+00,1.13E+00,1.08E+00
1580.38,1.34E+00,5.22E-01,1.00E+00,7.45E-01,8.40E-01,7.73E-01,1.10E+00,1.15E+00,1.10E+00
1581.34,1.36E+00,5.32E-01,1.02E+00,7.61E-01,8.57E-01,7.89E-01,1.12E+00,1.17E+00,1.12E+00
1582.31,1.39E+00,5.42E-01,1.03E+00,7.76E-01,8.75E-01,8.06E-01,1.14E+00,1.19E+00,1.14E+00
1583.27,1.41E+00,5.53E-01,1.05E+00,7.92E-01,8.93E-01,8.22E-01,1.16E+00,1.21E+00,1.16E+00
1584.24,1.43E+00,5.64E-01,1.07E+00,8.09E-01,9.11E-01,8.39E-01,1.18E+00,1.23E+00,1.18E+00
1585.2,1.45E+00,5.76E-01,1.08E+00,8.26E-01,9.30E-01,8.56E-01,1.20E+00,1.25E+00,1.21E+00
1586.16,1.48E+00,5.87E-01,1.10E+00,8.43E-01,9.50E-01,8.73E-01,1.22E+00,1.28E+00,1.23E+00
1587.13,1.50E+00,6.00E-01,1.12E+00,8.60E-01,9.69E-01,8.90E-01,1.25E+00,1.30E+00,1.26E+00
1588.09,1.53E+00,6.12E-01,1.14E+00,8.77E-01,9.89E-01,9.07E-01,1.27E+00,1.32E+00,1.28E+00
1589.06,1.55E+00,6.25E-01,1.17E+00,8.94E-01,1.01E+00,9.24E-01,1.30E+00,1.35E+00,1.31E+00
1590.02,1.58E+00,6.38E-01,1.19E+00,9.11E-01,1.03E+00,9.40E-01,1.32E+00,1.37E+00,1.34E+00
1590.98,1.61E+00,6.51E-01,1.21E+00,9.28E-01,1.05E+00,9.57E-01,1.35E+00,1.40E+00,1.37E+00
1591.95,1.63E+00,6.63E-01,1.23E+00,9.45E-01,1.07E+00,9.73E-01,1.37E+00,1.43E+00,1.40E+00
1592.91,1.66E+00,6.75E-01,1.25E+00,9.61E-01,1.08E+00,9.88E-01,1.40E+00,1.45E+00,1.43E+00
1593.88,1.68E+00,6.87E-01,1.27E+00,9.77E-01,1.10E+00,1.00E+00,1.42E+00,1.48E+00,1.45E+00
1594.84,1.70E+00,6.99E-01,1.29E+00,9.92E-01,1.12E+00,1.02E+00,1.45E+00,1.50E+00,1.48E+00
1595.81,1.73E+00,7.12E-01,1.31E+00,1.01E+00,1.13E+00,1.03E+00,1.48E+00,1.53E+00,1.51E+00
1596.77,1.75E+00,7.24E-01,1.34E+00,1.02E+00,1.15E+00,1.05E+00,1.50E+00,1.55E+00,1.54E+00
1597.74,1.78E+00,7.37E-01,1.36E+00,1.03E+00,1.17E+00,1.06E+00,1.52E+00,1.58E+00,1.57E+00
1598.7,1.80E+00,7.48E-01,1.38E+00,1.05E+00,1.18E+00,1.07E+00,1.55E+00,1.60E+00,1.60E+00
1599.66,1.82E+00,7.59E-01,1.40E+00,1.06E+00,1.19E+00,1.09E+00,1.57E+00,1.63E+00,1.62E+00
1600.63,1.84E+00,7.70E-01,1.42E+00,1.07E+00,1.21E+00,1.10E+00,1.59E+00,1.65E+00,1.64E+00
1601.59,1.85E+00,7.79E-01,1.44E+00,1.09E+00,1.22E+00,1.11E+00,1.61E+00,1.67E+00,1.67E+00
1602.56,1.87E+00,7.88E-01,1.45E+00,1.10E+00,1.23E+00,1.12E+00,1.63E+00,1.69E+00,1.69E+00
1603.52,1.89E+00,7.97E-01,1.47E+00,1.11E+00,1.25E+00,1.13E+00,1.64E+00,1.71E+00,1.71E+00
1604.48,1.90E+00,8.05E-01,1.49E+00,1.12E+00,1.26E+00,1.15E+00,1.66E+00,1.72E+00,1.73E+00
1605.45,1.91E+00,8.13E-01,1.50E+00,1.13E+00,1.27E+00,1.16E+00,1.67E+00,1.74E+00,1.74E+00
1606.41,1.92E+00,8.19E-01,1.52E+00,1.14E+00,1.28E+00,1.16E+00,1.68E+00,1.75E+00,1.75E+00
1607.38,1.93E+00,8.24E-01,1.53E+00,1.15E+00,1.29E+00,1.17E+00,1.69E+00,1.76E+00,1.76E+00
1608.34,1.94E+00,8.27E-01,1.54E+00,1.16E+00,1.29E+00,1.18E+00,1.70E+00,1.76E+00,1.77E+00
1609.31,1.94E+00,8.31E-01,1.55E+00,1.17E+00,1.30E+00,1.18E+00,1.70E+00,1.77E+00,1.78E+00
1610.27,1.94E+00,8.34E-01,1.56E+00,1.17E+00,1.30E+00,1.18E+00,1.71E+00,1.78E+00,1.78E+00
1611.23,1.95E+00,8.38E-01,1.57E+00,1.18E+00,1.31E+00,1.19E+00,1.71E+00,1.78E+00,1.79E+00
1612.2,1.95E+00,8.41E-01,1.58E+00,1.18E+00,1.31E+00,1.19E+00,1.71E+00,1.79E+00,1.80E+00
1613.16,1.96E+00,8.45E-01,1.58E+00,1.19E+00,1.31E+00,1.19E+00,1.72E+00,1.79E+00,1.80E+00
1614.13,1.96E+00,8.47E-01,1.59E+00,1.19E+00,1.31E+00,1.19E+00,1.72E+00,1.79E+00,1.80E+00
1615.09,1.95E+00,8.48E-01,1.60E+00,1.19E+00,1.31E+00,1.18E+00,1.71E+00,1.78E+00,1.80E+00
1616.06,1.94E+00,8.47E-01,1.60E+00,1.20E+00,1.30E+00,1.18E+00,1.70E+00,1.78E+00,1.79E+00
1617.02,1.94E+00,8.46E-01,1.60E+00,1.20E+00,1.30E+00,1.18E+00,1.70E+00,1.77E+00,1.78E+00
1617.98,1.93E+00,8.45E-01,1.61E+00,1.20E+00,1.30E+00,1.18E+00,1.69E+00,1.76E+00,1.78E+00
1618.95,1.92E+00,8.44E-01,1.61E+00,1.21E+00,1.30E+00,1.18E+00,1.69E+00,1.75E+00,1.77E+00
1619.91,1.91E+00,8.42E-01,1.61E+00,1.21E+00,1.30E+00,1.19E+00,1.68E+00,1.75E+00,1.76E+00
1620.88,1.91E+00,8.41E-01,1.62E+00,1.22E+00,1.30E+00,1.19E+00,1.67E+00,1.74E+00,1.75E+00
1621.84,1.90E+00,8.38E-01,1.61E+00,1.22E+00,1.30E+00,1.19E+00,1.66E+00,1.73E+00,1.74E+00
1622.8,1.88E+00,8.34E-01,1.61E+00,1.22E+00,1.30E+00,1.19E+00,1.65E+00,1.72E+00,1.73E+00
1623.77,1.87E+00,8.30E-01,1.61E+00,1.22E+00,1.30E+00,1.19E+00,1.63E+00,1.70E+00,1.71E+00
1624.73,1.85E+00,8.25E-01,1.60E+00,1.23E+00,1.29E+00,1.19E+00,1.62E+00,1.69E+00,1.70E+00
1625.7,1.84E+00,8.20E-01,1.60E+00,1.23E+00,1.29E+00,1.19E+00,1.60E+00,1.67E+00,1.68E+00
1626.66,1.83E+00,8.17E-01,1.59E+00,1.23E+00,1.29E+00,1.19E+00,1.59E+00,1.66E+00,1.66E+00
1627.63,1.82E+00,8.14E-01,1.59E+00,1.23E+00,1.29E+00,1.19E+00,1.58E+00,1.64E+00,1.65E+00
1628.59,1.81E+00,8.12E-01,1.59E+00,1.23E+00,1.29E+00,1.19E+00,1.57E+00,1.63E+00,1.64E+00
1629.56,1.80E+00,8.09E-01,1.58E+00,1.23E+00,1.28E+00,1.19E+00,1.55E+00,1.62E+00,1.63E+00
1630.52,1.79E+00,8.06E-01,1.58E+00,1.23E+00,1.28E+00,1.19E+00,1.54E+00,1.61E+00,1.61E+00
1631.48,1.77E+00,8.02E-01,1.57E+00,1.23E+00,1.27E+00,1.19E+00,1.53E+00,1.60E+00,1.60E+00
1632.45,1.76E+00,7.98E-01,1.57E+00,1.23E+00,1.27E+00,1.19E+00,1.51E+00,1.58E+00,1.58E+00
1633.41,1.75E+00,7.94E-01,1.56E+00,1.23E+00,1.27E+00,1.19E+00,1.50E+00,1.57E+00,1.57E+00
1634.38,1.74E+00,7.89E-01,1.56E+00,1.23E+00,1.26E+00,1.18E+00,1.49E+00,1.56E+00,1.56E+00
1635.34,1.72E+00,7.84E-01,1.55E+00,1.23E+00,1.26E+00,1.18E+00,1.47E+00,1.54E+00,1.54E+00
1636.3,1.70E+00,7.78E-01,1.55E+00,1.23E+00,1.26E+00,1.18E+00,1.46E+00,1.52E+00,1.53E+00
1637.27,1.68E+00,7.72E-01,1.54E+00,1.23E+00,1.25E+00,1.18E+00,1.44E+00,1.51E+00,1.51E+00
1638.23,1.67E+00,7.66E-01,1.54E+00,1.22E+00,1.25E+00,1.18E+00,1.43E+00,1.49E+00,1.50E+00
1639.2,1.66E+00,7.61E-01,1.53E+00,1.22E+00,1.24E+00,1.18E+00,1.41E+00,1.48E+00,1.48E+00
1640.16,1.65E+00,7.58E-01,1.53E+00,1.22E+00,1.24E+00,1.18E+00,1.40E+00,1.47E+00,1.47E+00
1641.12,1.64E+00,7.55E-01,1.53E+00,1.22E+00,1.24E+00,1.18E+00,1.40E+00,1.47E+00,1.46E+00
1642.09,1.63E+00,7.53E-01,1.53E+00,1.22E+00,1.24E+00,1.18E+00,1.39E+00,1.46E+00,1.46E+00
1643.05,1.63E+00,7.50E-01,1.53E+00,1.22E+00,1.23E+00,1.18E+00,1.38E+00,1.45E+00,1.45E+00
1644.02,1.62E+00,7.47E-01,1.52E+00,1.21E+00,1.23E+00,1.17E+00,1.37E+00,1.45E+00,1.44E+00
1644.98,1.61E+00,7.42E-01,1.51E+00,1.21E+00,1.22E+00,1.17E+00,1.36E+00,1.43E+00,1.43E+00
1645.95,1.59E+00,7.36E-01,1.50E+00,1.21E+00,1.22E+00,1.17E+00,1.35E+00,1.42E+00,1.41E+00
1646.91,1.58E+00,7.29E-01,1.49E+00,1.20E+00,1.21E+00,1.17E+00,1.33E+00,1.41E+00,1.40E+00
1647.88,1.56E+00,7.23E-01,1.49E+00,1.20E+00,1.21E+00,1.16E+00,1.32E+00,1.39E+00,1.38E+00
1648.84,1.55E+00,7.19E-01,1.48E+00,1.19E+00,1.20E+00,1.15E+00,1.30E+00,1.38E+00,1.37E+00
1649.8,1.54E+00,7.15E-01,1.47E+00,1.18E+00,1.19E+00,1.15E+00,1.29E+00,1.37E+00,1.35E+00
1650.77,1.53E+00,7.10E-01,1.46E+00,1.17E+00,1.18E+00,1.14E+00,1.28E+00,1.35E+00,1.34E+00
1651.73,1.51E+00,7.02E-01,1.44E+00,1.16E+00,1.17E+00,1.13E+00,1.27E+00,1.33E+00,1.32E+00
1652.7,1.49E+00,6.91E-01,1.42E+00,1.15E+00,1.16E+00,1.11E+00,1.25E+00,1.31E+00,1.30E+00
1653.66,1.46E+00,6.79E-01,1.39E+00,1.13E+00,1.14E+00,1.10E+00,1.22E+00,1.29E+00,1.28E+00
1654.62,1.44E+00,6.68E-01,1.37E+00,1.12E+00,1.14E+00,1.09E+00,1.20E+00,1.27E+00,1.26E+00
1655.59,1.42E+00,6.60E-01,1.36E+00,1.12E+00,1.13E+00,1.09E+00,1.19E+00,1.25E+00,1.24E+00
1656.55,1.40E+00,6.55E-01,1.36E+00,1.11E+00,1.13E+00,1.09E+00,1.18E+00,1.25E+00,1.24E+00
1657.52,1.39E+00,6.51E-01,1.35E+00,1.11E+00,1.13E+00,1.09E+00,1.17E+00,1.24E+00,1.23E+00
1658.48,1.38E+00,6.47E-01,1.35E+00,1.11E+00,1.13E+00,1.09E+00,1.17E+00,1.24E+00,1.22E+00
1659.45,1.37E+00,6.41E-01,1.34E+00,1.10E+00,1.12E+00,1.09E+00,1.15E+00,1.23E+00,1.21E+00
1660.41,1.35E+00,6.32E-01,1.32E+00,1.10E+00,1.11E+00,1.08E+00,1.14E+00,1.21E+00,1.19E+00
1661.37,1.33E+00,6.22E-01,1.30E+00,1.08E+00,1.10E+00,1.07E+00,1.12E+00,1.20E+00,1.18E+00
1662.34,1.31E+00,6.10E-01,1.28E+00,1.07E+00,1.09E+00,1.06E+00,1.10E+00,1.18E+00,1.15E+00
1663.3,1.29E+00,5.99E-01,1.26E+00,1.06E+00,1.08E+00,1.05E+00,1.08E+00,1.16E+00,1.13E+00
1664.27,1.26E+00,5.88E-01,1.24E+00,1.05E+00,1.07E+00,1.04E+00,1.06E+00,1.14E+00,1.11E+00
1665.23,1.25E+00,5.78E-01,1.22E+00,1.04E+00,1.06E+00,1.03E+00,1.05E+00,1.12E+00,1.10E+00
1666.2,1.23E+00,5.69E-01,1.20E+00,1.03E+00,1.05E+00,1.02E+00,1.03E+00,1.11E+00,1.08E+00
1667.16,1.21E+00,5.59E-01,1.18E+00,1.02E+00,1.04E+00,1.02E+00,1.01E+00,1.09E+00,1.06E+00
1668.12,1.18E+00,5.47E-01,1.16E+00,1.01E+00,1.03E+00,1.01E+00,9.93E-01,1.07E+00,1.04E+00
1669.09,1.16E+00,5.33E-01,1.13E+00,9.94E-01,1.02E+00,9.94E-01,9.71E-01,1.05E+00,1.02E+00
1670.05,1.13E+00,5.18E-01,1.11E+00,9.79E-01,1.01E+00,9.82E-01,9.48E-01,1.02E+00,9.91E-01
1671.02,1.10E+00,5.03E-01,1.08E+00,9.65E-01,9.98E-01,9.70E-01,9.24E-01,1.00E+00,9.66E-01
1671.98,1.07E+00,4.88E-01,1.05E+00,9.52E-01,9.88E-01,9.58E-01,9.03E-01,9.78E-01,9.42E-01
1672.94,1.05E+00,4.76E-01,1.03E+00,9.40E-01,9.79E-01,9.48E-01,8.83E-01,9.58E-01,9.21E-01
1673.91,1.02E+00,4.64E-01,1.01E+00,9.30E-01,9.71E-01,9.39E-01,8.65E-01,9.39E-01,9.02E-01
1674.87,1.00E+00,4.53E-01,9.85E-01,9.20E-01,9.63E-01,9.31E-01,8.47E-01,9.22E-01,8.83E-01
1675.84,9.81E-01,4.42E-01,9.65E-01,9.12E-01,9.57E-01,9.24E-01,8.30E-01,9.05E-01,8.65E-01
1676.8,9.59E-01,4.31E-01,9.44E-01,9.04E-01,9.51E-01,9.18E-01,8.13E-01,8.89E-01,8.47E-01
1677.77,9.39E-01,4.21E-01,9.26E-01,8.98E-01,9.47E-01,9.14E-01,7.98E-01,8.74E-01,8.31E-01
1678.73,9.22E-01,4.12E-01,9.09E-01,8.93E-01,9.44E-01,9.11E-01,7.85E-01,8.62E-01,8.16E-01
1679.7,9.07E-01,4.03E-01,8.93E-01,8.89E-01,9.41E-01,9.09E-01,7.74E-01,8.52E-01,8.04E-01
1680.66,8.93E-01,3.96E-01,8.78E-01,8.86E-01,9.40E-01,9.07E-01,7.63E-01,8.42E-01,7.93E-01
